relic_name,tier,relic_price,item_bronze1,price_bronze1,item_bronze2,price_bronze2,item_bronze3,price_bronze3,item_argent1,price_argent1,item_argent2,price_argent2,item_gold1,price_gold1,ev_intact,ev_radiant
Meso V3 Relic,Meso,14.5,Carrier Prime Blueprint,10.5,Forma Blueprint,,Spira Prime Blueprint,4.95,Kavasa Prime Band,7.8,Volt Prime Chassis Blueprint,11.5,Valkyr Prime Systems Blueprint,15.0,6.34,7.94
Meso V4 Relic,Meso,5.5,Carrier Prime Blueprint,10.5,Lex Prime Barrel,3.5,Forma Blueprint,,Valkyr Prime Neuroptics Blueprint,10.0,Ash Prime Neuroptics Blueprint,12.0,Vauban Prime Chassis Blueprint,20.0,6.37,8.73
Meso V5 Relic,Meso,5.7,Bronco Prime Blueprint,3.0,Cernos Prime Grip,8.6,Spira Prime Blueprint,4.95,Euphona Prime Barrel,6.6,Silva & Aegis Prime Blueprint,8.1,Venka Prime Gauntlet,24.5,6.3,8.15
Meso V6 Relic,Meso,20.0,Akstiletto Prime Barrel,11.5,Forma Blueprint,,Braton Prime Barrel,5.0,Vauban Prime Blueprint,14.05,Carrier Prime Cerebrum,49.0,Vectis Prime Receiver,52.5,12.16,20.61
Meso V7 Relic,Meso,3.0,Knell Prime Blueprint,4.0,Forma Blueprint,,Scourge Prime Blade,4.65,Dual Keres Prime Handle,9.0,Fang Prime Handle,2.0,Volnus Prime Handle,25.5,3.91,6.19
Meso V8 Relic,Meso,6.3,Fragor Prime Head,7.5,Forma Blueprint,,Fang Prime Blade,2.5,Tekko Prime Blueprint,3.55,Vasto Prime Blueprint,7.0,Vauban Prime Neuroptics Blueprint,27.0,4.23,6.48
Meso V9 Relic,Meso,1.65,Fang Prime Blueprint,1.75,Fulmin Prime Barrel,4.3,Forma Blueprint,,Afuris Prime Link,6.05,Baruuk Prime Chassis Blueprint,4.5,Velox Prime Barrel,10.0,2.89,4.12
Meso W1 Relic,Meso,7.0,Tekko Prime Gauntlet,8.2,Tipedo Prime Blueprint,5.0,Zhuge Prime String,8.0,Fang Prime Handle,2.0,Zephyr Prime Chassis Blueprint,6.0,Wukong Prime Blueprint,25.0,6.75,7.63
Meso W2 Relic,Meso,4.83,Stradavar Prime Receiver,6.5,Tipedo Prime Blueprint,5.0,Burston Prime Stock,2.0,Zhuge Prime Receiver,5.0,Fang Prime Handle,2.0,Wukong Prime Blueprint,25.0,4.69,6.15
Meso W3 Relic,Meso,2.0,Forma Blueprint,,Phantasma Prime Receiver,7.0,Hystrix Prime Barrel,7.0,Orthos Prime Blade,3.5,Larkspur Prime Stock,6.0,Wisp Prime Blueprint,34.5,5.28,7.68
Meso W4 Relic,Meso,7.5,Protea Prime Blueprint,2.0,Lex Prime Receiver,3.35,Afuris Prime Barrel,5.5,2X Forma Blueprint,,Gunsen Prime Handle,6.0,Wisp Prime Blueprint,34.5,4.1,6.46
Meso W5 Relic,Meso,10.0,Forma Blueprint,,Shade Prime Cerebrum,6.5,Acceltra Prime Blueprint,3.0,Cobra & Crane Prime Blade,4.95,Phantasma Prime Blueprint,4.8,Wisp Prime Chassis Blueprint,16.0,3.8,5.13
Meso X1 Relic,Meso,1.75,Vadarya Prime Stock,3.5,Yareli Prime Chassis Blueprint,2.0,Braton Prime Receiver,4.0,Dual Zoren Prime Blueprint,2.5,Paris Prime Grip,3.05,Xaku Prime Blueprint,10.0,3.22,3.69
Meso Y1 Relic,Meso,2.2,Trumna Prime Blueprint,1.5,Forma Blueprint,,Caliban Prime Chassis Blueprint,3.0,Okina Prime Handle,9.0,Cedo Prime Barrel,6.0,Yareli Prime Neuroptics Blueprint,14.0,3.07,5.15
Meso Y2 Relic,Meso,11.6,Lex Prime Blueprint,2.6,Bronco Prime Receiver,3.6,Gyre Prime Systems Blueprint,3.5,Styanax Prime Chassis Blueprint,17.5,Daikyu Prime Upper Limb,4.0,Yareli Prime Neuroptics Blueprint,14.0,5.1,7.32
Meso Z1 Relic,Meso,3.6,Burston Prime Receiver,3.5,Forma Blueprint,,Fang Prime Blueprint,1.75,Helios Prime Blueprint,7.0,Limbo Prime Blueprint,7.0,Zephyr Prime Blueprint,15.5,3.18,5.23
Meso Z2 Relic,Meso,7.0,Sybaris Prime Blueprint,6.5,Redeemer Prime Blade,5.9,Braton Prime Blueprint,3.0,Hydroid Prime Blueprint,14.5,Rubico Prime Barrel,6.5,Zephyr Prime Systems Blueprint,38.5,6.98,10.62
Meso Z3 Relic,Meso,9.6,Chroma Prime Blueprint,8.5,Forma Blueprint,,Stradavar Prime Receiver,6.5,Akjagara Prime Link,7.6,Rubico Prime Barrel,6.5,Zephyr Prime Systems Blueprint,38.5,6.12,9.17
Meso Z4 Relic,Meso,3.5,Volnus Prime Blueprint,3.6,Titania Prime Chassis Blueprint,11.5,Forma Blueprint,,Tenora Prime Stock,9.8,Bronco Prime Barrel,3.0,Zakti Prime Blueprint,22.5,5.68,7.33
Meso Z5 Relic,Meso,,Fang Prime Blade,2.5,Lex Prime Barrel,3.5,Forma Blueprint,,Guandao Prime Blueprint,6.7,Tenora Prime Barrel,13.5,Zakti Prime Blueprint,22.5,4.19,7.29
Meso Z6 Relic,Meso,4.7,Acceltra Prime Blueprint,3.0,Paris Prime String,3.4,Forma Blueprint,,Gauss Prime Neuroptics Blueprint,8.5,Bronco Prime Barrel,3.0,Zylok Prime Blueprint,12.0,3.13,4.57
Neo A1 Relic,Neo,7.4,Carrier Prime Systems,7.0,Braton Prime Barrel,5.0,Forma Blueprint,,Cernos Prime String,8.5,Vectis Prime Blueprint,8.9,Akstiletto Prime Blueprint,13.7,5.23,6.85
Neo A10 Relic,Neo,8.1,Burston Prime Stock,2.0,Fang Prime Blueprint,1.75,Forma Blueprint,,Inaros Prime Chassis Blueprint,4.0,Panthera Prime Receiver,19.0,Ash Prime Systems Blueprint,17.5,3.83,6.98
Neo A11 Relic,Neo,18.0,Forma Blueprint,,Revenant Prime Chassis Blueprint,6.0,Lex Prime Blueprint,2.6,Burston Prime Barrel,4.0,Braton Prime Receiver,4.0,Akarius Prime Blueprint,10.0,3.26,4.03
Neo A12 Relic,Neo,2.0,Paris Prime String,3.4,Orthos Prime Handle,3.25,Akarius Prime Barrel,7.0,Larkspur Prime Stock,6.0,Revenant Prime Neuroptics Blueprint,8.0,Acceltra Prime Barrel,14.0,5.28,6.48
Neo A13 Relic,Neo,3.0,Forma Blueprint,,Lex Prime Barrel,3.5,Akarius Prime Barrel,7.0,Sevagoth Prime Blueprint,8.0,Wisp Prime Neuroptics Blueprint,6.5,Acceltra Prime Barrel,14.0,4.53,6.05
Neo A14 Relic,Neo,2.0,Cedo Prime Stock,3.5,Gauss Prime Chassis Blueprint,6.5,Bronco Prime Blueprint,3.0,Yareli Prime Blueprint,3.5,2X Forma Blueprint,,Acceltra Prime Barrel,14.0,3.96,4.27
Neo A15 Relic,Neo,2.8,Forma Blueprint,,Daikyu Prime String,5.5,Gauss Prime Blueprint,6.5,Vadarya Prime Barrel,5.0,Quassus Prime Blueprint,3.0,Acceltra Prime Barrel,14.0,4.2,5.0
Neo A16 Relic,Neo,9.9,Perigale Prime Stock,8.0,Yareli Prime Chassis Blueprint,2.0,Dual Zoren Prime Handle,2.0,Sarofang Prime Blueprint,5.0,Lavos Prime Blueprint,3.5,Athodai Prime Barrel,62.5,5.22,9.95
Neo A2 Relic,Neo,4.5,Pyrana Prime Barrel,6.5,Kronen Prime Blueprint,5.65,Limbo Prime Systems Blueprint,6.5,Zephyr Prime Chassis Blueprint,6.0,2X Forma Blueprint,,Akbolto Prime Receiver,32.0,6.02,7.51
Neo A3 Relic,Neo,5.0,Zhuge Prime Grip,6.0,Lex Prime Barrel,3.5,Mesa Prime Chassis Blueprint,7.0,Atlas Prime Systems Blueprint,5.5,Equinox Prime Neuroptics Blueprint,8.5,Akjagara Prime Barrel,25.5,6.23,8.1
Neo A4 Relic,Neo,8.0,Carrier Prime Carapace,14.0,Vauban Prime Chassis Blueprint,20.0,Forma Blueprint,,Ash Prime Neuroptics Blueprint,12.0,Vectis Prime Blueprint,8.9,Akstiletto Prime Blueprint,13.7,11.19,11.22
Neo A5 Relic,Neo,10.0,Gara Prime Systems Blueprint,7.0,Paris Prime String,3.4,Forma Blueprint,,Octavia Prime Chassis Blueprint,11.5,Karyst Prime Handle,4.0,Atlas Prime Neuroptics Blueprint,43.5,5.21,9.18
Neo A6 Relic,Neo,10.4,Nami Skyla Prime Blueprint,8.25,Burston Prime Blueprint,2.95,Forma Blueprint,,Hydroid Prime Blueprint,14.5,Ballistica Prime String,13.5,Akjagara Prime Barrel,25.5,6.43,10.02
Neo A7 Relic,Neo,15.0,Lex Prime Receiver,3.35,Forma Blueprint,,Braton Prime Barrel,5.0,Atlas Prime Chassis Blueprint,7.0,Dethcube Prime Cerebrum,29.5,Akstiletto Prime Blueprint,13.7,6.4,10.06
Neo A8 Relic,Neo,8.4,Lex Prime Receiver,3.35,Nidus Prime Systems Blueprint,5.5,Garuda Prime Blueprint,6.5,Strun Prime Stock,8.0,Baruuk Prime Chassis Blueprint,4.5,Astilla Prime Barrel,24.5,5.75,7.51
Neo A9 Relic,Neo,23.6,Pyrana Prime Barrel,6.5,Fang Prime Blueprint,1.75,Forma Blueprint,,Limbo Prime Blueprint,7.0,Lex Prime Blueprint,2.6,Akjagara Prime Barrel,25.5,3.66,5.85
Neo B1 Relic,Neo,16.0,Paris Prime String,3.4,Trinity Prime Systems Blueprint,8.5,Bronco Prime Receiver,3.6,Vectis Prime Stock,23.5,Burston Prime Barrel,4.0,Banshee Prime Chassis Blueprint,32.0,7.59,11.28
Neo B2 Relic,Neo,7.6,Tigris Prime Stock,6.5,Braton Prime Stock,1.5,Fang Prime Blueprint,1.75,Venka Prime Blueprint,5.3,2X Forma Blueprint,,Banshee Prime Chassis Blueprint,32.0,3.69,5.89
Neo B3 Relic,Neo,12.0,Boar Prime Blueprint,9.5,Forma Blueprint,,Rhino Prime Systems Blueprint,8.5,Mag Prime Chassis Blueprint,8.5,Dakra Prime Blade,14.75,Boltor Prime Blueprint,12.0,7.36,8.85
Neo B4 Relic,Neo,7.35,Hydroid Prime Chassis Blueprint,8.5,Burston Prime Stock,2.0,Forma Blueprint,,Kronen Prime Handle,8.5,Tigris Prime Barrel,5.0,Banshee Prime Systems Blueprint,32.5,4.79,7.7
Neo B5 Relic,Neo,4.8,Braton Prime Barrel,5.0,Ballistica Prime Lower Limb,9.0,Forma Blueprint,,Destreza Prime Blueprint,7.0,Oberon Prime Blueprint,8.5,Banshee Prime Systems Blueprint,32.5,5.9,8.68
Neo B6 Relic,Neo,6.7,Euphona Prime Blueprint,4.0,Mirage Prime Neuroptics Blueprint,7.0,Forma Blueprint,,Kogake Prime Blueprint,7.05,Akbolto Prime Link,5.45,Banshee Prime Chassis Blueprint,32.0,4.8,7.53
Neo B7 Relic,Neo,5.0,Tenora Prime Blueprint,5.0,Braton Prime Blueprint,3.0,Aksomati Prime Receiver,7.0,Tekko Prime Blueprint,3.55,Dethcube Prime Carapace,6.5,Baza Prime Stock,37.5,5.66,8.26
Neo B8 Relic,Neo,15.0,Vasto Prime Receiver,8.5,Frost Prime Chassis Blueprint,13.5,Forma Blueprint,,Dakra Prime Blueprint,8.65,Latron Prime Receiver,16.3,Boar Prime Stock,39.0,9.1,12.56
Neo B9 Relic,Neo,3.3,Forma Blueprint,,Velox Prime Receiver,5.0,Burston Prime Receiver,3.5,Burston Prime Barrel,4.0,Gunsen Prime Handle,6.0,Baruuk Prime Neuroptics Blueprint,34.0,3.93,6.82
Neo C1 Relic,Neo,4.0,Limbo Prime Systems Blueprint,6.5,Kronen Prime Blueprint,5.65,Mesa Prime Chassis Blueprint,7.0,Redeemer Prime Blueprint,4.65,Pyrana Prime Receiver,8.5,Chroma Prime Systems Blueprint,28.5,6.87,8.67
Neo C2 Relic,Neo,4.0,Braton Prime Stock,1.5,Forma Blueprint,,Nidus Prime Systems Blueprint,5.5,Orthos Prime Blueprint,4.3,Magnus Prime Receiver,6.5,Corvas Prime Barrel,21.0,3.38,5.43
Neo C3 Relic,Neo,2.6,Strun Prime Receiver,7.5,Corvas Prime Stock,4.75,Forma Blueprint,,Paris Prime Grip,3.05,Magnus Prime Receiver,6.5,Cobra & Crane Prime Guard,13.5,4.42,5.3
Neo C4 Relic,Neo,12.0,Gunsen Prime Blueprint,4.15,Scourge Prime Blade,4.65,Lex Prime Blueprint,2.6,Paris Prime Upper Limb,2.2,Hildryn Prime Neuroptics Blueprint,7.0,Corvas Prime Barrel,21.0,4.32,5.84
Neo C5 Relic,Neo,17.0,Garuda Prime Blueprint,6.5,Burston Prime Stock,2.0,Forma Blueprint,,Hystrix Prime Blueprint,6.45,Khora Prime Blueprint,30.0,Corvas Prime Barrel,21.0,6.58,10.81
Neo C6 Relic,Neo,1.0,Paris Prime Blueprint,2.9,Protea Prime Blueprint,2.0,Bronco Prime Barrel,3.0,Velox Prime Blueprint,2.8,2X Forma Blueprint,,Cedo Prime Blueprint,7.0,2.45,2.58
Neo C7 Relic,Neo,2.0,Forma Blueprint,,Kompressa Prime Blueprint,3.0,Braton Prime Barrel,5.0,Daikyu Prime Upper Limb,4.0,Vadarya Prime Receiver,2.0,Caliban Prime Neuroptics Blueprint,11.0,2.91,3.63
Neo C8 Relic,Neo,7.8,Quassus Prime Handle,4.0,Cedo Prime Stock,3.5,Daikyu Prime Blueprint,1.7,Afentis Prime Barrel,31.5,Venato Prime Blueprint,2.0,Caliban Prime Systems Blueprint,22.5,6.47,10.48
Neo C9 Relic,Neo,,Forma Blueprint,,Alternox Prime Receiver,6.0,Paris Prime Upper Limb,2.2,Xaku Prime Chassis Blueprint,3.0,Akbronco Prime Link,3.5,Cedo Prime Blueprint,7.0,2.93,3.37
Neo D1 Relic,Neo,15.3,Mag Prime Systems Blueprint,17.0,Vasto Prime Barrel,9.0,Boar Prime Blueprint,9.5,Trinity Prime Neuroptics Blueprint,10.5,2X Forma Blueprint,,Dakra Prime Blade,14.75,10.44,9.49
Neo D10 Relic,Neo,2.0,Lex Prime Blueprint,2.6,Forma Blueprint,,Akarius Prime Barrel,7.0,Velox Prime Blueprint,2.8,Gauss Prime Blueprint,6.5,Daikyu Prime Grip,8.5,3.62,4.31
Neo D2 Relic,Neo,5.0,Nezha Prime Systems Blueprint,6.0,Braton Prime Stock,1.5,Forma Blueprint,,Titania Prime Blueprint,11.0,Equinox Prime Neuroptics Blueprint,8.5,Dethcube Prime Cerebrum,29.5,4.63,8.1
Neo D3 Relic,Neo,5.0,Paris Prime Lower Limb,2.15,Akbronco Prime Blueprint,2.7,Nezha Prime Systems Blueprint,6.0,2X Forma Blueprint,,Zakti Prime Barrel,5.8,Dethcube Prime Blueprint,19.5,3.78,4.92
Neo D4 Relic,Neo,11.8,Trinity Prime Systems Blueprint,8.5,Braton Prime Barrel,5.0,Forma Blueprint,,Dual Kamas Prime Handle,7.1,Limbo Prime Blueprint,7.0,Destreza Prime Blade,57.5,6.12,10.82
Neo D5 Relic,Neo,3.0,Strun Prime Receiver,7.5,Paris Prime Upper Limb,2.2,Volnus Prime Blueprint,3.6,Braton Prime Stock,1.5,Corvas Prime Blueprint,5.2,Dual Keres Prime Blueprint,15.0,4.41,5.06
Neo D6 Relic,Neo,6.5,Lex Prime Barrel,3.5,Forma Blueprint,,Braton Prime Blueprint,3.0,Akstiletto Prime Link,9.0,Fragor Prime Handle,9.55,Dethcube Prime Blueprint,19.5,4.08,6.74
Neo D7 Relic,Neo,5.9,Wisp Prime Systems Blueprint,7.0,Forma Blueprint,,Corvas Prime Receiver,8.65,Knell Prime Receiver,3.5,Khora Prime Chassis Blueprint,7.0,Dual Keres Prime Blueprint,15.0,5.42,6.21
Neo D8 Relic,Neo,3.8,Nagantaka Prime Barrel,6.0,Lex Prime Receiver,3.35,Tatsu Prime Blueprint,4.1,2X Forma Blueprint,,Larkspur Prime Receiver,7.5,Dual Keres Prime Blueprint,15.0,4.53,5.24
Neo D9 Relic,Neo,2.0,Lex Prime Receiver,3.35,Paris Prime String,3.4,Forma Blueprint,,Orthos Prime Blueprint,4.3,Protea Prime Neuroptics Blueprint,3.5,Dual Zoren Prime Blade,11.5,2.8,3.84
Neo E1 Relic,Neo,9.05,Frost Prime Neuroptics Blueprint,8.5,Loki Prime Neuroptics Blueprint,16.05,Wyrm Prime Blueprint,13.7,Reaper Prime Blade,8.8,2X Forma Blueprint,,Ember Prime Blueprint,25.0,11.16,10.64
Neo E2 Relic,Neo,6.2,Burston Prime Receiver,3.5,Dethcube Prime Systems,7.0,Corinth Prime Blueprint,3.8,Zakti Prime Barrel,5.8,Atlas Prime Chassis Blueprint,7.0,Equinox Prime Systems Blueprint,26.0,5.55,7.54
Neo E3 Relic,Neo,4.5,Zhuge Prime String,8.0,Burston Prime Receiver,3.5,Forma Blueprint,,Stradavar Prime Barrel,3.5,Lex Prime Blueprint,2.6,Equinox Prime Systems Blueprint,26.0,4.1,5.74
Neo E4 Relic,Neo,12.0,Forma Blueprint,,Afuris Prime Barrel,5.5,Paris Prime Lower Limb,2.15,Gauss Prime Neuroptics Blueprint,8.5,Fang Prime Handle,2.0,Epitaph Prime Receiver,8.5,3.26,4.23
Neo F1 Relic,Neo,16.6,Sicarus Prime Barrel,14.5,Ember Prime Chassis Blueprint,9.0,Sicarus Prime Blueprint,9.5,Bo Prime Handle,17.5,2X Forma Blueprint,,Frost Prime Blueprint,35.5,10.99,12.55
Neo F2 Relic,Neo,3.4,Forma Blueprint,,Braton Prime Barrel,5.0,Shade Prime Cerebrum,6.5,Cobra & Crane Prime Blade,4.95,Nagantaka Prime Receiver,6.75,Fulmin Prime Receiver,25.0,4.7,6.76
Neo F3 Relic,Neo,3.4,Khora Prime Systems Blueprint,7.0,Fang Prime Blade,2.5,Phantasma Prime Receiver,7.0,Acceltra Prime Receiver,4.0,Larkspur Prime Receiver,7.5,Fulmin Prime Receiver,25.0,5.94,7.55
Neo G1 Relic,Neo,4.0,Mirage Prime Neuroptics Blueprint,7.0,Forma Blueprint,,Kogake Prime Boot,7.5,Paris Prime Grip,3.05,Hydroid Prime Neuroptics Blueprint,14.0,Gram Prime Handle,19.5,5.94,7.78
Neo G10 Relic,Neo,4.0,Masseter Prime Handle,3.2,Paris Prime Blueprint,2.9,Forma Blueprint,,Gauss Prime Blueprint,6.5,Akarius Prime Receiver,16.0,Grendel Prime Blueprint,12.5,4.27,6.77
Neo G2 Relic,Neo,3.0,Forma Blueprint,,Dethcube Prime Systems,7.0,Redeemer Prime Blade,5.9,Pyrana Prime Receiver,8.5,Zhuge Prime Blueprint,7.0,Gram Prime Handle,19.5,5.36,7.2
Neo G3 Relic,Neo,6.8,Burston Prime Receiver,3.5,Forma Blueprint,,Fang Prime Blade,2.5,Sybaris Prime Receiver,9.0,Silva & Aegis Prime Blueprint,8.1,Galatine Prime Blueprint,40.0,4.2,8.42
Neo G4 Relic,Neo,8.0,Hystrix Prime Barrel,7.0,Fang Prime Blade,2.5,Pandero Prime Blueprint,4.75,Paris Prime Grip,3.05,Magnus Prime Receiver,6.5,Gara Prime Blueprint,39.0,5.44,8.19
Neo G5 Relic,Neo,7.5,Nekros Prime Chassis Blueprint,9.5,Burston Prime Stock,2.0,Forma Blueprint,,Harrow Prime Blueprint,6.0,Fang Prime Blueprint,1.75,Galatine Prime Blueprint,40.0,4.57,7.47
Neo G6 Relic,Neo,6.0,Sicarus Prime Barrel,14.5,Rhino Prime Systems Blueprint,8.5,Forma Blueprint,,Boltor Prime Receiver,4.0,Ankyros Prime Blade,8.5,Glaive Prime Blueprint,19.5,7.59,8.28
Neo G7 Relic,Neo,3.7,Nautilus Prime Carapace,7.0,Afuris Prime Blueprint,3.9,Fulmin Prime Barrel,4.3,Cobra & Crane Prime Blade,4.95,Hildryn Prime Chassis Blueprint,11.0,Grendel Prime Blueprint,12.5,5.85,6.97
Neo G8 Relic,Neo,24.0,Fulmin Prime Barrel,4.3,Forma Blueprint,,Bronco Prime Blueprint,3.0,Xaku Prime Chassis Blueprint,3.0,Okina Prime Handle,9.0,Gauss Prime Systems Blueprint,25.0,3.67,6.12
Neo G9 Relic,Neo,2.8,Kompressa Prime Blueprint,3.0,Bronco Prime Receiver,3.6,Gauss Prime Blueprint,6.5,Bronco Prime Barrel,3.0,Masseter Prime Blueprint,4.0,Gauss Prime Systems Blueprint,25.0,4.59,6.08
Neo H1 Relic,Neo,6.5,Orthos Prime Handle,3.25,Fragor Prime Head,7.5,Burston Prime Receiver,3.5,Banshee Prime Blueprint,6.5,Tigris Prime Barrel,5.0,Hydroid Prime Systems Blueprint,38.5,5.64,8.53
Neo H2 Relic,Neo,9.8,Euphona Prime Blueprint,4.0,Burston Prime Stock,2.0,Fang Prime Blueprint,1.75,Rubico Prime Barrel,6.5,Ballistica Prime Receiver,6.5,Hydroid Prime Systems Blueprint,38.5,4.16,7.74
Neo H3 Relic,Neo,9.2,Ballistica Prime Lower Limb,9.0,Fang Prime Handle,2.0,Forma Blueprint,,Mesa Prime Systems Blueprint,17.0,Nami Skyla Prime Handle,8.5,Hydroid Prime Systems Blueprint,38.5,6.36,10.78
Neo H4 Relic,Neo,10.4,Larkspur Prime Blueprint,6.0,Fang Prime Blueprint,1.75,Forma Blueprint,,Fulmin Prime Blueprint,6.5,Wisp Prime Chassis Blueprint,16.0,Hildryn Prime Blueprint,37.5,5.19,9.54
Neo I1 Relic,Neo,5.0,Zhuge Prime String,8.0,Fang Prime Blade,2.5,Wukong Prime Neuroptics Blueprint,8.5,Akjagara Prime Receiver,8.5,Limbo Prime Blueprint,7.0,Ivara Prime Chassis Blueprint,32.5,7.17,9.52
Neo I2 Relic,Neo,5.25,Burston Prime Receiver,3.5,Dethcube Prime Systems,7.0,Forma Blueprint,,Stradavar Prime Barrel,3.5,Wukong Prime Systems Blueprint,15.0,Ivara Prime Chassis Blueprint,32.5,5.34,8.7
Neo I3 Relic,Neo,,Silva & Aegis Prime Hilt,5.8,Forma Blueprint,,Aksomati Prime Blueprint,4.35,Sybaris Prime Receiver,9.0,Baza Prime Barrel,4.8,Ivara Prime Chassis Blueprint,32.5,4.74,7.7
Neo K1 Relic,Neo,3.0,Valkyr Prime Blueprint,7.0,Silva & Aegis Prime Hilt,5.8,Euphona Prime Blueprint,4.0,Zephyr Prime Chassis Blueprint,6.0,Helios Prime Blueprint,7.0,Kogake Prime Gauntlet,27.0,6.23,8.1
Neo K2 Relic,Neo,6.0,Chroma Prime Blueprint,8.5,Braton Prime Barrel,5.0,Banshee Prime Neuroptics Blueprint,3.8,Mirage Prime Systems Blueprint,18.5,Akbolto Prime Link,5.45,Kogake Prime Gauntlet,27.0,7.56,10.37
Neo K3 Relic,Neo,5.0,Rubico Prime Receiver,4.6,Forma Blueprint,,Burston Prime Blueprint,2.95,Tiberon Prime Barrel,13.35,Braton Prime Receiver,4.0,Kronen Prime Blade,34.5,4.51,8.18
Neo K4 Relic,Neo,2.5,Inaros Prime Systems Blueprint,7.0,Panthera Prime Blueprint,5.5,Forma Blueprint,,Paris Prime Grip,3.05,Braton Prime Stock,1.5,Knell Prime Barrel,29.0,4.25,5.89
Neo K5 Relic,Neo,5.95,Fang Prime Blade,2.5,Revenant Prime Chassis Blueprint,6.0,Forma Blueprint,,Scourge Prime Handle,6.5,Afuris Prime Link,6.05,Khora Prime Neuroptics Blueprint,29.0,4.11,6.83
Neo K6 Relic,Neo,7.0,Bronco Prime Receiver,3.6,Fang Prime Handle,2.0,Cobra & Crane Prime Hilt,5.0,Wisp Prime Neuroptics Blueprint,6.5,Hystrix Prime Blueprint,6.45,Khora Prime Blueprint,30.0,4.71,7.36
Neo K7 Relic,Neo,5.0,Forma Blueprint,,Burston Prime Receiver,3.5,Fulmin Prime Barrel,4.3,Gunsen Prime Handle,6.0,Baruuk Prime Chassis Blueprint,4.5,Khora Prime Neuroptics Blueprint,29.0,3.71,6.3
Neo K8 Relic,Neo,78.0,Corvas Prime Stock,4.75,Dual Keres Prime Blade,8.35,Forma Blueprint,,Garuda Prime Systems Blueprint,35.0,Burston Prime Barrel,4.0,Khora Prime Neuroptics Blueprint,29.0,8.19,12.88
Neo K9 Relic,Neo,2.0,Sevagoth Prime Neuroptics Blueprint,2.0,Burston Prime Blueprint,2.95,Lex Prime Receiver,3.35,Xaku Prime Chassis Blueprint,3.0,2X Forma Blueprint,,Kestrel Prime Grip,10.0,2.63,2.98
Neo L1 Relic,Neo,7.0,Mirage Prime Chassis Blueprint,10.0,Euphona Prime Blueprint,4.0,Kronen Prime Blueprint,5.65,Silva & Aegis Prime Blade,7.3,Ballistica Prime Receiver,6.5,Limbo Prime Chassis Blueprint,48.5,7.47,10.89
Neo L2 Relic,Neo,8.0,Khora Prime Systems Blueprint,7.0,Forma Blueprint,,Strun Prime Receiver,7.5,Akbronco Prime Link,3.5,Corvas Prime Blueprint,5.2,Larkspur Prime Barrel,37.0,5.37,7.86
Neo L3 Relic,Neo,6.0,Forma Blueprint,,Lex Prime Receiver,3.35,Tatsu Prime Blueprint,4.1,Orthos Prime Blueprint,4.3,Harrow Prime Blueprint,6.0,Larkspur Prime Barrel,37.0,3.76,7.0
Neo L4 Relic,Neo,4.0,Burston Prime Blueprint,2.95,Velox Prime Receiver,5.0,Forma Blueprint,,Fang Prime Handle,2.0,Acceltra Prime Receiver,4.0,Larkspur Prime Barrel,37.0,3.41,6.23
Neo M1 Relic,Neo,7.5,Paris Prime String,3.4,Akbolto Prime Blueprint,3.9,Bronco Prime Blueprint,3.0,Helios Prime Blueprint,7.0,Euphona Prime Barrel,6.6,Mirage Prime Blueprint,38.5,4.87,8.29
Neo M2 Relic,Neo,13.0,Akbronco Prime Blueprint,2.7,Burston Prime Stock,2.0,Forma Blueprint,,Limbo Prime Blueprint,7.0,Bronco Prime Barrel,3.0,Mesa Prime Systems Blueprint,17.0,2.63,4.48
Neo M3 Relic,Neo,4.0,Titania Prime Chassis Blueprint,11.5,Bronco Prime Receiver,3.6,Ivara Prime Neuroptics Blueprint,6.5,Atlas Prime Chassis Blueprint,7.0,2X Forma Blueprint,,Mesa Prime Systems Blueprint,17.0,6.58,6.7
Neo M4 Relic,Neo,2.0,Orthos Prime Handle,3.25,Scourge Prime Blade,4.65,Strun Prime Receiver,7.5,Nagantaka Prime Receiver,6.75,2X Forma Blueprint,,Magnus Prime Barrel,25.0,5.14,6.42
Neo M5 Relic,Neo,3.0,Grendel Prime Neuroptics Blueprint,5.5,Burston Prime Receiver,3.5,Afuris Prime Blueprint,3.9,2X Forma Blueprint,,Gauss Prime Blueprint,6.5,Masseter Prime Blade,10.0,4.18,4.45
Neo M6 Relic,Neo,5.75,Akarius Prime Barrel,7.0,Bronco Prime Receiver,3.6,Forma Blueprint,,Acceltra Prime Receiver,4.0,Grendel Prime Systems Blueprint,25.0,Masseter Prime Blade,10.0,6.07,8.57
Neo N1 Relic,Neo,23.4,Hikou Prime Stars,7.0,Vectis Prime Barrel,19.7,Forma Blueprint,,Soma Prime Receiver,9.0,Kavasa Prime Kubrow Collar Blueprint,5.6,Nyx Prime Chassis Blueprint,5.0,8.47,7.87
Neo N10 Relic,Neo,11.05,Forma Blueprint,,Redeemer Prime Blade,5.9,Zephyr Prime Neuroptics Blueprint,7.5,Ballistica Prime Upper Limb,8.5,Tipedo Prime Ornament,9.5,Nami Skyla Prime Blade,32.5,6.02,9.08
Neo N11 Relic,Neo,10.0,Tigris Prime Stock,6.5,Braton Prime Barrel,5.0,Sybaris Prime Blueprint,6.5,Oberon Prime Systems Blueprint,17.5,2X Forma Blueprint,,Nekros Prime Systems Blueprint,28.0,7.04,9.3
